customer_id,age_group,gender,region,customer_segment,preferred_channel,purchase_frequency,avg_order_value,total_spent,recency_days,website_visits,discount_usage_rate,email_open_rate,cart_abandonment_rate,loyalty_score,engagement_score,churn_risk,churn_flag
C000235,35-44,Other,East,VIP,Online,20,238.42,4102.65,192,124,0.79,0.16,0.27,10,44.5,High,1
C000236,25-34,Other,South,Loyal,Mobile App,35,274.96,9049.65,240,132,0.59,0.86,0.63,34,61.5,High,1
C000237,55+,Male,East,Loyal,In-Store,8,39.43,296.56,215,17,0.7,0.27,0.58,42,34.5,Medium,1
C000238,35-44,Male,East,VIP,Online,1,179.2,199.43,225,4,0.29,0.69,0.38,38,65.5,Medium,1
C000239,25-34,Other,South,VIP,Mobile App,12,157.53,1999.59,266,60,0.15,0.15,0.17,12,49.0,High,1
C000240,35-44,Female,North,New,In-Store,35,45.25,1642.17,296,242,0.57,0.5,0.41,64,54.5,High,1
C000241,55+,Female,North,Loyal,Mobile App,8,36.62,261.63,49,26,0.4,0.74,0.1,30,82.0,Low,0
C000242,35-44,Female,Central,Loyal,Online,12,124.64,1431.68,122,66,0.22,0.38,0.41,53,48.5,Medium,0
C000243,25-34,Male,West,Loyal,Mobile App,35,183.77,6184.98,48,72,0.33,0.07,0.36,33,35.5,Low,0
C000244,25-34,Other,North,VIP,Mobile App,5,74.19,430.87,193,38,0.3,0.49,0.35,44,57.0,Medium,0
C000245,35-44,Male,West,Returning,Online,3,47.25,140.81,305,7,0.69,0.5,0.72,65,39.0,High,1
C000246,18-24,Female,East,New,Online,12,73.41,898.5,344,60,0.77,0.38,0.08,73,65.0,High,1
C000247,25-34,Male,Central,VIP,In-Store,5,170.27,816.97,125,23,0.27,0.82,0.14,51,84.0,Low,0
C000248,35-44,Female,Central,Returning,In-Store,5,398.05,2071.62,285,18,0.77,0.38,0.36,31,51.0,Medium,1
C000249,18-24,Other,West,VIP,In-Store,8,78.58,656.17,162,24,0.24,0.76,0.33,41,71.5,Low,0
C000250,18-24,Male,East,VIP,In-Store,8,277.41,2068.95,139,42,0.31,0.54,0.16,22,69.0,Low,0
C000251,25-34,Male,East,Loyal,Mobile App,8,205.78,1630.8,273,51,0.28,0.33,0.68,28,32.5,High,1
C000252,35-44,Female,North,Loyal,Online,1,200.71,208.75,147,2,0.49,0.56,0.33,56,61.5,Low,0
C000253,18-24,Male,West,Returning,Mobile App,20,69.65,1569.46,5,135,0.26,0.8,0.81,26,49.5,Low,0
C000254,55+,Male,North,Loyal,Online,1,306.76,313.56,183,4,0.26,0.22,0.66,24,28.0,High,1
C000255,25-34,Male,Central,New,Mobile App,8,369.12,2884.43,179,58,0.39,0.43,0.53,13,45.0,Medium,1
C000256,25-34,Male,Central,Returning,In-Store,60,42.6,2175.43,337,424,0.72,0.1,0.76,68,17.0,High,1
C000257,25-34,Male,Central,Loyal,Online,1,389.18,360.87,208,6,0.75,0.08,0.75,19,16.5,High,1
C000258,25-34,Female,Central,Returning,Online,3,325.69,925.84,184,15,0.65,0.89,0.21,35,84.0,Medium,0
C000259,18-24,Male,South,Loyal,Online,20,131.96,2256.54,65,81,0.52,0.11,0.05,17,53.0,Low,0
C000260,55+,Male,East,Returning,In-Store,20,341.45,7271.26,104,87,0.59,0.29,0.6,84,34.5,Low,0
C000261,18-24,Other,South,VIP,Mobile App,3,62.18,211.33,173,18,0.05,0.14,0.75,75,19.5,Medium,1
C000262,18-24,Female,North,VIP,In-Store,20,288.69,5009.23,13,120,0.21,0.78,0.37,96,70.5,Low,0
C000263,55+,Male,Central,VIP,Mobile App,35,173.94,7105.42,221,192,0.68,0.52,0.23,22,64.5,Medium,0
C000264,25-34,Male,Central,Loyal,In-Store,12,66.71,929.43,23,86,0.39,0.75,0.49,29,63.0,Low,0
C000265,18-24,Female,North,VIP,In-Store,12,111.93,1477.32,53,81,0.46,0.49,0.16,96,66.5,Low,0
C000266,18-24,Other,West,VIP,Online,2,355.16,808.57,127,4,0.61,0.32,0.05,35,63.5,Low,0
C000267,18-24,Other,East,Returning,Online,12,245.52,3427.96,88,84,0.05,0.26,0.64,38,31.0,Low,0
C000268,25-34,Other,East,Loyal,In-Store,20,237.29,5540.82,307,92,0.73,0.37,0.82,46,27.5,High,1
C000269,55+,Female,Central,VIP,Mobile App,1,36.07,37.79,316,5,0.58,0.05,0.18,30,43.5,High,1
C000270,55+,Male,West,New,Mobile App,3,69.25,225.75,281,11,0.13,0.71,0.57,51,57.0,High,1
C000271,55+,Female,South,VIP,Online,1,209.46,206.27,41,4,0.13,0.59,0.67,80,46.0,Low,0
C000272,45-54,Female,East,VIP,In-Store,20,343.13,6342.4,329,144,0.6,0.6,0.69,96,45.5,High,1
C000273,18-24,Female,East,Loyal,Mobile App,8,132.21,949.6,263,22,0.6,0.88,0.09,37,89.5,Medium,1
C000274,35-44,Male,East,VIP,Online,35,129.22,4426.48,313,242,0.64,0.51,0.13,83,69.0,Medium,1
C000275,18-24,Male,North,VIP,Online,1,164.06,158.82,337,2,0.36,0.47,0.37,26,55.0,High,1
C000276,35-44,Other,South,New,Mobile App,12,353.51,3667.65,346,72,0.28,0.71,0.67,67,52.0,High,1
C000277,55+,Female,Central,New,In-Store,20,238.64,4184.48,175,136,0.14,0.28,0.06,34,61.0,Low,0
C000278,35-44,Other,West,New,In-Store,3,161.26,411.44,43,17,0.46,0.8,0.59,41,60.5,Low,0
C000279,55+,Female,East,New,Mobile App,35,317.62,12485.52,45,153,0.28,0.11,0.23,37,44.0,Low,0
C000280,55+,Male,South,VIP,Online,12,241.24,3463.94,119,80,0.79,0.51,0.82,37,34.5,Medium,1
C000281,18-24,Other,East,Loyal,Online,20,97.89,2161.35,199,56,0.52,0.71,0.51,20,60.0,High,1
C000282,35-44,Male,Central,VIP,Mobile App,35,82.27,3095.37,321,142,0.74,0.3,0.43,56,43.5,High,1
C000283,55+,Other,Central,New,Mobile App,1,282.2,308.03,5,4,0.22,0.09,0.38,47,35.5,Low,0
C000284,35-44,Male,North,Loyal,Mobile App,8,278.26,1951.57,294,60,0.62,0.51,0.19,12,66.0,High,1
C000285,35-44,Female,East,New,Online,2,189.31,349.55,235,12,0.15,0.9,0.47,37,71.5,High,1
C000286,25-34,Other,Central,VIP,Online,8,209.33,1661.81,187,63,0.48,0.27,0.4,28,43.5,Medium,1
C000287,25-34,Male,North,Returning,In-Store,2,101.3,173.13,260,13,0.6,0.35,0.61,52,37.0,High,1
C000288,45-54,Female,West,Returning,In-Store,12,81.44,993.81,352,46,0.22,0.44,0.68,93,38.0,High,1
C000289,35-44,Other,East,New,Online,8,313.22,2567.44,137,56,0.64,0.37,0.49,52,44.0,Medium,0
C000290,25-34,Other,South,New,Mobile App,20,116.45,2180.02,349,97,0.55,0.15,0.28,36,43.5,High,1
C000291,18-24,Female,East,VIP,In-Store,60,207.98,12846.33,327,253,0.34,0.69,0.78,99,45.5,High,1
C000292,55+,Female,West,Loyal,Online,2,234.35,457.22,324,14,0.73,0.8,0.83,96,48.5,High,1
C000293,55+,Female,North,VIP,Online,8,103.92,717.98,193,24,0.7,0.29,0.81,78,24.0,Medium,1
C000294,35-44,Female,Central,Loyal,Online,5,144.01,823.65,109,20,0.72,0.85,0.76,30,54.5,Medium,1
C000295,25-34,Other,West,New,Online,20,332.8,7728.35,242,64,0.49,0.21,0.32,55,44.5,Medium,0
C000296,25-34,Male,East,Returning,In-Store,20,337.61,6524.43,24,82,0.67,0.49,0.42,62,53.5,Low,0
C000297,35-44,Male,East,New,In-Store,3,181.59,470.22,254,15,0.45,0.55,0.1,79,72.5,Medium,0
C000298,45-54,Male,South,VIP,Mobile App,3,107.56,274.44,303,9,0.28,0.67,0.56,50,55.5,High,1
C000299,25-34,Other,Central,Loyal,Online,20,180.6,3453.17,190,138,0.24,0.28,0.15,56,56.5,Low,0
C000300,45-54,Female,North,New,In-Store,8,271.19,1903.67,287,52,0.07,0.28,0.46,90,41.0,High,1
C000301,18-24,Other,East,VIP,Mobile App,60,36.12,2043.38,324,461,0.52,0.16,0.5,74,33.0,High,1
C000302,45-54,Female,West,New,In-Store,60,190.55,10354.4,271,377,0.4,0.83,0.61,48,61.0,High,1
C000303,18-24,Male,East,VIP,Mobile App,20,150.95,2598.76,169,63,0.31,0.34,0.83,12,25.5,High,1
C000304,35-44,Female,North,New,Online,12,185.42,2319.07,337,51,0.17,0.72,0.64,27,54.0,High,1
C000305,45-54,Female,Central,New,In-Store,1,317.23,283.46,78,6,0.78,0.42,0.24,68,59.0,Low,0
C000306,35-44,Male,East,Loyal,Online,8,225.48,1804.49,283,39,0.14,0.87,0.62,28,62.5,High,1
C000307,18-24,Other,Central,New,Mobile App,5,70.05,403.79,148,30,0.52,0.32,0.7,66,31.0,Medium,0
C000308,55+,Female,South,Loyal,Mobile App,8,237.26,2166.64,83,46,0.24,0.19,0.2,21,49.5,Low,0
C000309,25-34,Male,South,Returning,In-Store,3,136.58,398.9,97,13,0.71,0.56,0.25,42,65.5,Low,0
C000310,25-34,Other,South,Returning,Mobile App,12,146.33,1527.34,47,51,0.79,0.72,0.64,96,54.0,Low,0
C000311,18-24,Other,South,VIP,In-Store,2,178.97,398.33,248,15,0.29,0.85,0.78,17,53.5,High,1
C000312,55+,Female,Central,Loyal,Mobile App,2,388.86,691.9,318,10,0.19,0.54,0.21,58,66.5,High,1
C000313,35-44,Female,South,New,In-Store,5,120.42,555.06,345,32,0.52,0.52,0.6,35,46.0,High,1
C000314,45-54,Female,East,New,In-Store,1,381.54,364.01,148,5,0.52,0.6,0.26,43,67.0,Low,0
C000315,55+,Female,North,VIP,In-Store,12,161.84,2033.9,73,74,0.51,0.32,0.27,11,52.5,Low,0
C000316,18-24,Female,North,Loyal,Online,8,286.43,2493.18,284,46,0.34,0.85,0.48,92,68.5,High,1
C000317,18-24,Other,Central,VIP,In-Store,60,171.63,11779.97,106,386,0.21,0.62,0.45,36,58.5,Low,0
C000318,55+,Other,Central,New,In-Store,12,367.53,4418.77,271,82,0.43,0.42,0.85,26,28.5,High,1
C000319,55+,Female,South,VIP,Mobile App,8,274.86,2408.44,168,47,0.66,0.09,0.78,72,15.5,Medium,0
C000320,25-34,Female,North,New,In-Store,2,246.9,522.53,94,15,0.68,0.73,0.71,68,51.0,Low,0
C000321,18-24,Other,Central,Returning,Online,3,318.97,946.49,358,19,0.6,0.49,0.1,90,69.5,High,1
C000322,25-34,Female,West,Returning,In-Store,8,122.16,956.72,182,57,0.08,0.72,0.38,67,67.0,Medium,0
C000323,35-44,Female,East,VIP,In-Store,2,288.08,575.96,114,11,0.75,0.1,0.71,31,19.5,Medium,1
C000324,55+,Other,North,Loyal,Online,2,244.29,485.0,363,9,0.75,0.14,0.66,87,24.0,High,1
C000325,35-44,Other,North,VIP,In-Store,1,175.34,205.75,341,2,0.1,0.21,0.58,80,31.5,High,1
C000326,35-44,Male,Central,Loyal,Online,5,326.22,1390.98,140,17,0.44,0.51,0.34,72,58.5,Low,0
C000327,55+,Female,South,Loyal,Mobile App,1,351.6,400.77,302,7,0.76,0.33,0.33,67,50.0,High,1
C000328,45-54,Other,South,New,In-Store,8,211.19,1550.73,118,54,0.71,0.34,0.42,39,46.0,Low,0
C000329,55+,Other,West,Loyal,Online,5,252.01,1141.77,165,22,0.59,0.38,0.44,54,47.0,Medium,0
C000330,55+,Other,North,VIP,Mobile App,8,81.32,572.0,209,35,0.6,0.8,0.15,45,82.5,Medium,0
C000331,35-44,Female,North,Loyal,Online,1,100.52,96.38,167,2,0.34,0.25,0.23,37,51.0,Medium,0
C000332,25-34,Female,East,Returning,Online,5,306.47,1769.89,195,30,0.58,0.2,0.45,22,37.5,Medium,1
C000333,25-34,Male,South,Loyal,Online,20,259.94,5387.91,205,123,0.42,0.84,0.4,97,72.0,Low,0
C000334,55+,Other,Central,New,Mobile App,5,360.36,1660.38,305,38,0.63,0.57,0.74,12,41.5,High,1
C000335,35-44,Male,Central,VIP,Online,8,258.8,2258.85,144,16,0.59,0.51,0.72,95,39.5,Low,0
C000336,25-34,Other,South,Returning,Mobile App,3,320.79,970.02,339,20,0.35,0.46,0.06,55,70.0,High,1
C000337,45-54,Female,North,Loyal,Mobile App,5,325.34,1896.12,48,16,0.08,0.46,0.2,45,63.0,Low,0
C000338,25-34,Other,West,Loyal,Mobile App,60,191.18,11811.24,335,203,0.76,0.09,0.41,12,34.0,High,1
C000339,45-54,Other,South,Returning,In-Store,3,161.56,423.63,62,12,0.33,0.09,0.33,39,38.0,Low,0
C000340,45-54,Female,South,VIP,In-Store,5,22.02,124.59,317,13,0.09,0.54,0.39,67,57.5,High,1
C000341,35-44,Other,West,VIP,Online,20,305.66,6914.34,314,131,0.06,0.23,0.62,68,30.5,High,1
C000342,25-34,Male,Central,Loyal,Online,35,304.99,12466.71,215,197,0.37,0.71,0.73,95,49.0,Medium,0
C000343,45-54,Other,East,New,Mobile App,12,136.62,1631.64,267,43,0.2,0.32,0.24,68,54.0,Medium,1
C000344,55+,Female,North,New,Online,8,242.17,1737.38,346,37,0.77,0.42,0.49,76,46.5,High,1
C000345,35-44,Other,West,Returning,In-Store,35,261.82,8829.95,173,243,0.4,0.29,0.57,16,36.0,High,1
C000346,18-24,Female,South,Loyal,Online,20,315.65,7047.19,326,134,0.63,0.69,0.17,17,76.0,High,1
C000347,45-54,Female,North,Loyal,Online,1,118.64,102.24,96,3,0.47,0.08,0.58,15,25.0,Low,0
C000348,45-54,Female,North,Returning,Online,8,299.77,2404.75,77,55,0.68,0.26,0.51,47,37.5,Low,0
C000349,35-44,Other,North,Loyal,Online,1,399.58,385.32,287,6,0.56,0.05,0.42,24,31.5,High,1
C000350,25-34,Female,North,VIP,Mobile App,60,358.85,24700.64,304,232,0.06,0.06,0.78,58,14.0,High,1
C000351,25-34,Female,West,New,Online,20,34.8,795.52,235,40,0.75,0.4,0.37,92,51.5,Medium,0
C000352,18-24,Male,East,Returning,Mobile App,12,188.07,2477.08,153,40,0.5,0.84,0.79,64,52.5,Medium,1
C000353,55+,Female,Central,New,In-Store,8,260.57,2114.26,149,63,0.54,0.73,0.62,34,55.5,Medium,1
C000354,25-34,Male,East,New,Online,20,157.72,3634.73,75,60,0.43,0.64,0.61,63,51.5,Low,0
C000355,45-54,Female,Central,New,Online,3,79.36,255.36,260,13,0.2,0.09,0.51,90,29.0,Medium,1
C000356,45-54,Other,Central,New,Mobile App,1,316.06,336.1,43,4,0.39,0.63,0.78,37,42.5,Low,0
C000357,55+,Male,Central,Returning,In-Store,5,172.72,780.51,293,35,0.53,0.12,0.64,49,24.0,High,1
C000358,45-54,Other,North,Loyal,Online,1,107.7,126.06,340,7,0.71,0.61,0.22,54,69.5,High,1
C000359,55+,Male,West,New,Mobile App,60,279.71,16470.52,215,223,0.65,0.9,0.07,90,91.5,Low,0
C000360,35-44,Other,North,New,In-Store,5,342.01,1490.89,276,20,0.38,0.39,0.59,51,40.0,High,1
C000361,45-54,Other,North,VIP,In-Store,35,52.34,1804.35,71,114,0.22,0.45,0.26,19,59.5,Low,0
C000362,35-44,Female,North,New,In-Store,8,394.42,2865.41,72,37,0.26,0.73,0.31,17,71.0,Low,0
C000363,25-34,Other,North,Loyal,Online,2,27.8,63.35,28,8,0.56,0.1,0.22,95,44.0,Low,0
C000364,18-24,Other,East,Loyal,Mobile App,1,394.96,373.23,278,4,0.28,0.53,0.69,78,42.0,High,1
C000365,25-34,Other,West,VIP,Mobile App,5,316.61,1513.82,355,10,0.18,0.79,0.4,66,69.5,High,1
C000366,25-34,Male,South,VIP,Online,3,92.48,269.53,18,18,0.63,0.78,0.3,72,74.0,Low,0
C000367,35-44,Male,South,Returning,Online,1,233.77,261.31,40,4,0.2,0.47,0.64,72,41.5,Low,0
C000368,35-44,Other,East,VIP,Mobile App,12,64.46,874.0,295,56,0.62,0.16,0.21,90,47.5,Medium,1
C000369,45-54,Male,East,Returning,In-Store,20,213.86,4737.79,188,98,0.53,0.25,0.49,34,38.0,Medium,0
C000370,35-44,Other,North,Loyal,In-Store,1,344.79,313.02,131,3,0.67,0.29,0.79,81,25.0,Medium,0
C000371,18-24,Female,East,VIP,Mobile App,8,161.04,1449.33,32,54,0.33,0.12,0.5,40,31.0,Low,0
C000372,45-54,Female,West,Returning,In-Store,60,29.59,1666.08,213,434,0.24,0.27,0.05,51,61.0,Low,0
C000373,45-54,Other,East,Loyal,Online,20,258.38,5749.44,273,75,0.23,0.86,0.81,81,52.5,High,1
C000374,45-54,Female,North,Returning,Mobile App,35,197.87,7016.9,189,102,0.42,0.42,0.53,22,44.5,Medium,1
C000375,35-44,Male,East,New,In-Store,20,171.19,3901.91,269,120,0.62,0.09,0.57,92,26.0,High,1
C000376,35-44,Female,East,VIP,Online,8,210.48,1460.87,180,29,0.69,0.84,0.85,53,49.5,High,1
C000377,45-54,Female,East,New,Mobile App,1,190.63,177.88,271,4,0.63,0.83,0.2,36,81.5,Medium,1
C000378,35-44,Female,Central,Loyal,Mobile App,20,169.0,3761.16,171,118,0.21,0.52,0.74,49,39.0,Medium,0
C000379,18-24,Other,North,VIP,In-Store,35,167.18,5109.11,192,160,0.12,0.29,0.38,97,45.5,Low,0
C000380,55+,Male,South,Returning,Mobile App,2,252.36,548.87,28,14,0.76,0.8,0.64,99,58.0,Low,0
C000381,45-54,Male,North,New,Online,35,149.11,5268.26,58,220,0.58,0.58,0.84,67,37.0,Low,0
C000382,35-44,Female,East,New,Mobile App,3,342.82,906.22,304,21,0.75,0.21,0.35,13,43.0,High,1
C000383,25-34,Female,West,Loyal,In-Store,2,82.66,154.41,184,11,0.16,0.87,0.41,43,73.0,Medium,0
C000384,18-24,Male,Central,Loyal,In-Store,2,131.82,234.69,283,4,0.06,0.23,0.58,35,32.5,High,1
C000385,35-44,Male,East,New,Online,12,345.33,4039.82,140,89,0.29,0.64,0.27,98,68.5,Low,0
C000386,25-34,Other,West,VIP,Mobile App,8,347.99,3167.75,294,48,0.76,0.17,0.64,34,26.5,High,1
C000387,18-24,Female,East,VIP,Online,2,64.3,133.92,113,4,0.21,0.06,0.52,30,27.0,Medium,0
C000388,55+,Other,East,VIP,Online,12,361.39,4292.58,345,91,0.11,0.27,0.67,62,30.0,High,1
C000389,18-24,Male,South,VIP,Online,5,65.11,388.45,349,16,0.72,0.72,0.61,60,55.5,High,1
C000390,45-54,Other,North,Loyal,Mobile App,1,85.56,89.73,220,7,0.24,0.87,0.39,43,74.0,High,1
C000391,35-44,Other,North,Loyal,In-Store,1,40.05,43.74,278,3,0.51,0.26,0.51,63,37.5,High,1
C000392,25-34,Female,South,Returning,Online,1,360.44,406.53,190,6,0.3,0.23,0.12,90,55.5,Low,0
C000393,25-34,Male,South,VIP,Online,3,366.9,1153.52,14,12,0.66,0.75,0.36,40,69.5,Low,0
C000394,35-44,Other,Central,Loyal,In-Store,1,374.82,408.31,217,5,0.75,0.32,0.25,68,53.5,Medium,0
C000395,55+,Other,South,New,Online,12,389.04,4886.81,14,84,0.22,0.25,0.46,72,39.5,Low,0
C000396,35-44,Other,West,VIP,Mobile App,1,154.77,161.38,122,7,0.66,0.57,0.35,59,61.0,Low,0
C000397,45-54,Other,West,New,Online,1,154.86,154.03,314,5,0.26,0.23,0.28,49,47.5,High,1
C000398,35-44,Female,North,VIP,Mobile App,1,179.29,162.95,237,6,0.12,0.32,0.82,40,25.0,High,1
C000399,55+,Male,East,Returning,Online,60,103.77,7223.41,364,449,0.53,0.59,0.37,83,61.0,High,1
C000400,45-54,Male,Central,New,Mobile App,20,171.33,3444.99,173,118,0.06,0.85,0.24,13,80.5,Medium,0
C000401,25-34,Male,East,Returning,In-Store,20,210.18,4211.25,271,98,0.44,0.31,0.51,72,40.0,High,1
C000402,25-34,Other,East,Loyal,Online,3,275.02,933.89,22,8,0.34,0.58,0.41,12,58.5,Low,0
C000403,35-44,Other,South,Loyal,Online,60,92.63,5618.26,18,163,0.75,0.2,0.55,56,32.5,Low,0
C000404,35-44,Other,Central,New,Mobile App,35,314.99,9874.51,248,157,0.62,0.81,0.12,67,84.5,Low,0
C000405,25-34,Other,Central,Returning,Online,3,325.89,848.95,355,16,0.17,0.25,0.07,30,59.0,High,1
C000406,55+,Female,Central,New,Online,2,126.36,239.38,121,9,0.09,0.08,0.51,27,28.5,Medium,0
C000407,18-24,Other,North,Loyal,Mobile App,20,297.84,7037.15,364,77,0.24,0.64,0.34,13,65.0,High,1
C000408,25-34,Female,Central,New,In-Store,3,289.59,821.01,263,8,0.43,0.22,0.12,22,55.0,High,1
C000409,55+,Other,East,Loyal,In-Store,20,326.15,6056.68,292,138,0.75,0.13,0.41,56,36.0,High,1
C000410,25-34,Female,West,VIP,Online,1,207.16,208.14,195,4,0.57,0.52,0.22,30,65.0,Medium,0
C000411,18-24,Female,South,VIP,In-Store,20,308.86,5583.35,148,128,0.31,0.4,0.15,27,62.5,Medium,0
C000412,45-54,Female,South,Returning,In-Store,2,263.77,496.38,22,8,0.28,0.15,0.14,47,50.5,Low,0
C000413,35-44,Female,East,Returning,In-Store,2,275.51,627.68,9,10,0.13,0.09,0.58,84,25.5,Low,0
C000414,55+,Male,Central,Loyal,Online,3,50.87,182.74,106,15,0.14,0.19,0.33,44,43.0,Low,0
C000415,45-54,Female,North,VIP,Online,8,349.12,2656.95,181,52,0.38,0.43,0.55,97,44.0,Medium,0
C000416,25-34,Male,North,Loyal,In-Store,2,375.08,818.56,129,5,0.12,0.56,0.47,21,54.5,Medium,0
C000417,55+,Male,West,Returning,In-Store,1,358.17,428.8,321,5,0.64,0.72,0.53,13,59.5,High,1
C000418,55+,Male,East,Returning,In-Store,12,245.81,3129.96,144,24,0.05,0.37,0.16,19,60.5,Medium,0
C000419,55+,Female,West,Loyal,In-Store,12,108.67,1393.84,361,70,0.24,0.6,0.22,66,69.0,High,1
C000420,18-24,Female,North,VIP,Online,5,372.97,1801.8,76,10,0.52,0.74,0.72,48,51.0,Medium,0
C000421,25-34,Female,Central,New,Online,8,182.03,1517.18,159,54,0.35,0.74,0.52,93,61.0,Low,0
C000422,35-44,Other,West,VIP,In-Store,1,54.15,57.42,162,7,0.35,0.17,0.62,45,27.5,High,1
C000423,55+,Male,North,VIP,Online,12,318.21,4574.76,217,46,0.68,0.57,0.51,32,53.0,High,1
C000424,35-44,Female,East,Loyal,Online,8,245.52,1680.7,198,48,0.73,0.76,0.15,55,80.5,Low,0
C000425,45-54,Other,North,Returning,In-Store,1,55.88,63.76,44,5,0.13,0.39,0.63,87,38.0,Low,0
C000426,55+,Male,East,VIP,Mobile App,2,24.9,51.75,251,13,0.72,0.52,0.7,31,41.0,High,1
C000427,45-54,Female,Central,New,Online,12,395.76,4411.95,72,30,0.29,0.13,0.19,63,47.0,Low,0
C000428,18-24,Female,West,Loyal,Mobile App,20,398.32,8396.19,193,78,0.41,0.32,0.44,93,44.0,Low,0
C000429,35-44,Male,South,VIP,Mobile App,12,139.79,1504.07,131,77,0.55,0.15,0.51,29,32.0,Medium,0
C000430,18-24,Male,North,Returning,Mobile App,8,297.49,2538.69,141,48,0.63,0.31,0.44,95,43.5,Low,0
C000431,35-44,Other,West,VIP,Online,2,105.89,220.86,346,5,0.41,0.55,0.48,29,53.5,High,1
C000432,55+,Male,Central,Loyal,Mobile App,60,200.18,10489.55,267,349,0.67,0.09,0.45,73,32.0,Medium,1
C000433,35-44,Female,South,Loyal,Mobile App,5,247.47,1334.52,220,36,0.66,0.55,0.63,16,46.0,High,1
C000434,35-44,Other,Central,VIP,Mobile App,2,286.66,598.98,51,14,0.07,0.32,0.1,98,61.0,Low,0
C000435,55+,Female,East,New,In-Store,20,135.15,3211.95,260,87,0.62,0.44,0.38,63,53.0,High,1
C000436,35-44,Female,North,Loyal,Mobile App,3,240.3,699.97,54,14,0.11,0.19,0.1,26,54.5,Low,0
C000437,18-24,Female,Central,Loyal,Mobile App,1,63.37,74.74,173,2,0.71,0.4,0.36,56,52.0,Low,0
C000438,55+,Male,Central,New,Mobile App,5,193.05,960.65,7,29,0.77,0.18,0.43,16,37.5,Low,0
C000439,45-54,Other,South,VIP,Online,8,62.26,574.71,161,22,0.34,0.19,0.64,52,27.5,Medium,0
C000440,25-34,Other,North,New,Online,1,158.19,139.92,8,4,0.65,0.51,0.11,36,70.0,Low,0
C000441,18-24,Female,West,VIP,Online,8,76.38,556.19,16,42,0.7,0.37,0.54,48,41.5,Low,0
C000442,45-54,Female,South,VIP,Mobile App,1,201.2,215.39,222,4,0.28,0.22,0.59,67,31.5,Medium,1
C000443,18-24,Other,South,Returning,Mobile App,60,143.76,8521.64,44,134,0.35,0.49,0.51,39,49.0,Low,0
C000444,35-44,Other,West,VIP,In-Store,20,381.2,6539.28,246,50,0.66,0.29,0.16,24,56.5,High,1
C000445,25-34,Other,West,Loyal,Mobile App,8,29.16,207.8,274,44,0.73,0.38,0.22,42,58.0,Medium,1
C000446,35-44,Other,East,VIP,Online,5,95.78,451.39,98,33,0.47,0.75,0.56,34,59.5,Medium,0
C000447,25-34,Other,East,Loyal,Online,5,25.54,119.6,351,26,0.5,0.24,0.55,18,34.5,High,1
C000448,35-44,Other,East,Returning,Mobile App,3,338.15,1055.08,271,17,0.06,0.17,0.64,38,26.5,High,1
C000449,45-54,Female,East,Loyal,Mobile App,5,39.44,195.08,77,38,0.71,0.28,0.21,56,53.5,Low,0
C000450,35-44,Male,East,VIP,In-Store,1,238.07,249.52,9,5,0.77,0.09,0.13,50,48.0,Low,0
C000451,35-44,Female,South,New,In-Store,35,219.46,7741.92,266,268,0.68,0.3,0.11,21,59.5,High,1
C000452,18-24,Female,East,Loyal,Mobile App,2,42.46,92.71,25,5,0.34,0.52,0.11,69,70.5,Low,0
C000453,45-54,Male,South,Loyal,Mobile App,2,41.06,79.32,160,9,0.36,0.07,0.32,55,37.5,Low,0
C000454,35-44,Male,South,Returning,Online,60,63.61,3899.2,197,154,0.18,0.73,0.59,54,57.0,Medium,1
C000455,18-24,Male,Central,Returning,Online,5,370.53,1621.92,114,28,0.54,0.77,0.31,35,73.0,Low,0
C000456,18-24,Female,West,VIP,Online,2,171.75,341.23,214,6,0.65,0.33,0.63,69,35.0,Medium,1
C000457,25-34,Other,North,Returning,In-Store,8,336.39,3044.89,253,24,0.77,0.81,0.57,49,62.0,Medium,1
C000458,45-54,Other,West,Returning,In-Store,8,398.68,2861.97,173,22,0.17,0.86,0.75,94,55.5,Medium,1
C000459,35-44,Other,East,New,Online,60,99.16,5797.31,64,383,0.58,0.55,0.8,27,37.5,Low,0
C000460,55+,Other,South,New,Online,5,230.32,1208.72,88,32,0.07,0.35,0.67,93,34.0,Low,0
C000461,45-54,Male,South,VIP,In-Store,12,145.61,1940.67,313,81,0.6,0.57,0.44,96,56.5,High,1
C000462,25-34,Male,East,New,In-Store,1,283.73,259.32,58,2,0.42,0.29,0.64,54,32.5,Low,0
C000463,55+,Male,Central,Loyal,In-Store,3,59.78,160.51,355,7,0.07,0.66,0.34,97,66.0,High,1
C000464,45-54,Other,Central,VIP,Online,2,28.57,65.8,345,7,0.52,0.74,0.54,63,60.0,High,1
C000465,55+,Female,West,Returning,Online,35,237.41,7588.72,336,111,0.24,0.31,0.49,15,41.0,High,1
C000466,35-44,Other,South,VIP,Mobile App,20,87.38,1927.73,10,102,0.21,0.29,0.37,82,46.0,Low,0
C000467,35-44,Male,South,Loyal,In-Store,8,167.23,1541.48,109,54,0.75,0.07,0.17,61,45.0,Low,0
C000468,55+,Male,South,VIP,In-Store,20,356.65,8100.43,260,159,0.59,0.29,0.75,72,27.0,High,1
C000469,55+,Male,East,VIP,Mobile App,2,361.01,678.46,99,14,0.07,0.23,0.38,46,42.5,Low,0
C000470,18-24,Male,South,VIP,In-Store,20,138.79,2758.42,279,114,0.65,0.12,0.36,99,38.0,Medium,0
